timestamp,direction,signal_quality,attention,meditation,raw,delta,theta,low_alpha,high_alpha,low_beta,high_beta,low_gamma,mid_gamma
1769368964.3690057,DOWN,0,0,0,0,13,50,13,28,37,43,36,36
1769368969.390434,IDLE,1,0,0,0,13,26,10,8,44,29,31,37
1769368974.412366,RIGHT,7,0,0,0,34,26,22,19,32,29,29,31
1769368979.4331791,CLICK,0,0,0,0,34,26,22,19,32,29,29,31
1769368984.4534636,DOWN,13,0,0,0,10,32,19,8,27,21,31,36
1769368989.4757652,IDLE,0,0,0,0,10,32,19,8,27,21,31,36
1769368994.4960008,RIGHT,6,0,0,0,10,32,19,8,27,21,31,36
1769368999.5192294,RIGHT,0,0,0,0,24,31,31,15,32,39,33,40
1769369004.5430963,RIGHT,0,0,0,0,32,29,15,11,30,25,33,30
1769369009.566285,CLICK,4,0,0,0,31,70,18,41,31,34,42,39
1769369014.5880778,DOWN,4,0,0,0,31,70,18,41,31,34,42,39
1769369019.6103957,UP,0,42,53,0,26,39,16,30,32,27,33,26
1769369024.6315958,CLICK,7,0,0,0,21,22,21,9,36,44,23,23
1769369029.6559827,UP,0,0,0,0,21,22,21,9,36,44,23,23
1769369034.6776478,DOWN,4,0,0,0,27,56,22,30,39,54,29,41
1769369039.703266,CLICK,0,0,0,0,27,56,22,30,39,54,29,41
1769369044.7266252,IDLE,6,0,0,0,15,17,9,6,45,27,23,41
1769369049.748031,IDLE,13,0,0,0,9,17,28,19,28,30,34,31
1769369054.7697866,LEFT,6,0,0,0,9,17,28,19,28,30,34,31
1769369059.7909274,UP,11,0,0,0,19,56,36,15,46,25,29,34
1769369064.8126042,CLICK,1,0,0,0,17,29,15,18,44,19,31,36
1769369069.8339858,DOWN,0,0,0,0,17,29,15,18,44,19,31,36
1769369074.8558743,CLICK,4,0,0,0,8,25,16,16,29,34,34,40
1769369079.8809798,RIGHT,0,0,0,0,9,30,18,6,42,42,27,24
1769369084.9005785,IDLE,0,0,0,0,6,28,9,10,31,33,28,23
1769369089.9216387,IDLE,0,0,0,0,21,50,5,9,30,28,35,37
1769369094.9436622,DOWN,0,0,0,0,21,18,14,8,26,23,24,38
1769369099.964884,IDLE,2,0,0,0,26,31,9,16,25,26,46,29
1769369104.989981,CLICK,0,66,30,0,28,38,14,28,31,33,22,36
1769369110.0100389,UP,0,0,0,0,28,27,3,22,15,26,26,37
1769369115.0306923,DOWN,0,0,0,0,23,23,14,20,22,30,28,35
1769369120.0551472,LEFT,0,0,0,0,19,14,17,20,34,36,37,39
1769369125.076354,UP,0,0,0,0,20,18,29,21,26,29,26,29
1769369130.097856,IDLE,0,0,0,0,19,37,23,21,38,30,36,34
1769369135.1195753,IDLE,0,70,33,0,28,21,13,22,30,30,32,52
1769369140.1411126,UP,0,0,0,0,28,21,13,22,30,30,32,52
1769369145.1613946,RIGHT,0,0,0,0,30,24,7,19,17,31,25,18
1769369150.1825633,RIGHT,0,0,0,0,37,40,8,16,38,24,37,48
1769369155.2066245,RIGHT,0,0,0,0,8,19,16,32,47,25,32,39
1769369160.2303133,RIGHT,0,0,0,0,26,30,26,8,29,23,31,34
1769369165.2506242,DOWN,4,0,0,0,31,30,49,27,14,34,35,26
1769369170.2724876,DOWN,1,0,0,0,23,34,21,26,44,35,29,42
1769369175.2943556,LEFT,1,0,0,0,23,34,21,26,44,35,29,42
1769369180.3164463,CLICK,0,0,0,0,23,34,21,26,44,35,29,42
1769369185.3376822,RIGHT,12,0,0,0,17,37,16,17,35,21,37,59
1769369190.3611147,UP,0,0,0,0,24,35,5,15,32,29,31,23
1769369195.3842812,IDLE,0,80,31,0,8,45,6,15,38,39,30,47
1769369200.4078047,DOWN,12,0,0,0,34,21,21,25,33,15,28,33
1769369205.4308734,CLICK,0,0,0,0,25,23,11,8,25,18,32,36
1769369210.4514053,IDLE,0,0,0,0,27,42,8,24,35,33,34,20
1769369215.4713948,RIGHT,8,0,0,0,7,37,20,23,31,31,27,34
1769369220.4937124,IDLE,0,0,0,0,22,24,30,30,34,31,31,43
1769369225.5147333,RIGHT,0,0,0,0,12,32,28,28,29,32,30,29
1769369230.5345829,LEFT,0,0,0,0,13,25,12,15,22,19,28,26
1769369235.5555758,IDLE,11,0,0,0,18,26,5,12,46,20,47,32
1769369240.5768723,UP,0,0,0,0,24,44,14,18,30,43,26,31
1769369245.5971358,DOWN,7,0,0,0,30,12,23,9,40,26,37,32
1769369250.618492,UP,11,0,0,0,25,19,46,10,45,24,37,30
1769369255.6425805,LEFT,0,0,0,0,14,30,14,28,28,23,26,38
1769369260.66309,DOWN,0,0,0,0,25,16,21,22,22,24,31,12
1769369265.6846435,CLICK,0,0,0,0,15,12,20,21,25,28,23,34
1769369270.7082443,LEFT,0,0,0,0,20,37,24,18,46,39,32,36
1769369275.7287288,CLICK,0,0,0,0,11,29,10,10,36,41,32,38
1769369280.752432,LEFT,0,0,0,0,6,30,33,34,31,38,25,44
1769369285.7744775,CLICK,0,0,0,0,10,19,19,19,33,28,24,34
1769369290.796996,RIGHT,0,0,0,0,28,26,17,16,38,22,24,30
1769369295.8209784,IDLE,0,0,0,0,12,35,10,29,25,17,30,34
1769369300.8430634,LEFT,2,0,0,0,25,55,45,29,33,26,30,40
1769369305.8656073,RIGHT,0,63,45,0,22,35,19,10,42,29,35,30
1769369310.8872457,UP,0,0,0,0,37,22,15,26,28,31,37,40
1769369315.90825,LEFT,9,0,0,0,13,17,8,18,36,29,37,38
1769369320.9304483,IDLE,0,0,0,0,17,26,8,32,29,27,29,22
1769369325.9520984,CLICK,0,0,0,0,29,26,23,21,42,19,24,40
1769369330.9722865,RIGHT,0,0,0,0,60,30,13,13,24,33,27,34
